SUCCESSES
  1, 100,   23.1,  100.0
  2, 100,   40.3,  146.3
  3, 100,   37.5,  140.6
  4,  99,   39.5,  141.6
  5, 100,   56.2,  175.7
  6, 100,   60.3,  174.3
  7, 100,   62.9,  171.4
  8, 100,   80.4,  198.1
  9, 100,   99.0,  219.5
 10, 100,  119.7,  239.5
 11,  99,  120.4,  239.5
 12, 100,  138.8,  257.7
 13, 100,  158.0,  273.0
 14, 100,  178.1,  287.4
 15, 100,  186.1,  289.8
 16, 100,  216.5,  316.2
 17, 100,  240.5,  328.1
 18, 100,  259.6,  337.3
 19,  98,  265.1,  341.5
 20,  99,  267.6,  340.6
 21, 100,  294.5,  359.2
 22,  99,  323.1,  371.0
 23,  99,  356.3,  389.4
 24, 100,  382.3,  394.3
 25,  99,  403.8,  404.3
 26,  99,  441.8,  423.6
 27,  99,  339.2,  388.7
 28,  99,  304.4,  360.1
 29, 100,  300.6,  358.9
 30,  99,  284.5,  351.3
 31,  98,  286.7,  352.0
 32,  95,  269.9,  347.3
 33,  91,  263.9,  340.2
 34,  90,  262.8,  343.8
 35,  79,  239.4,  321.0
 36,  80,  239.1,  335.8
 37,  56,  258.7,  354.8
 38,  44,  173.7,  292.3
 39,  50,  173.1,  304.4
 40,  32,  111.6,  188.3
 41,  21,  113.6,  220.4
 42,  17,  140.2,  262.2
 43,  14,  146.7,  260.9
 44,   4,  309.7,  498.7
 45,   2,  753.6,  994.0
 46,   0,    0.0,    0.0
 47,   1,  494.1,    0.0
 48,   0,    0.0,    0.0
 49,   1, 1559.4,    0.0
 50,   0,    0.0,    0.0
 51,   0,    0.0,    0.0
 52,   0,    0.0,    0.0

FAILURES
  1,   0,    0.0,    0.0
  2,   0,    0.0,    0.0
  3,   0,    0.0,    0.0
  4,   1, 1129.5,    0.0
  5,   0,    0.0,    0.0
  6,   0,    0.0,    0.0
  7,   0,    0.0,    0.0
  8,   0,    0.0,    0.0
  9,   0,    0.0,    0.0
 10,   0,    0.0,    0.0
 11,   1, 1135.8,    0.0
 12,   0,    0.0,    0.0
 13,   0,    0.0,    0.0
 14,   0,    0.0,    0.0
 15,   0,    0.0,    0.0
 16,   0,    0.0,    0.0
 17,   0,    0.0,    0.0
 18,   0,    0.0,    0.0
 19,   2, 1839.4,  960.5
 20,   1, 1207.4,    0.0
 21,   0,    0.0,    0.0
 22,   1, 1212.4,    0.0
 23,   1, 1397.7,    0.0
 24,   0,    0.0,    0.0
 25,   1, 1182.8,    0.0
 26,   1, 1226.6,    0.0
 27,   1, 1224.2,    0.0
 28,   1, 1176.0,    0.0
 29,   0,    0.0,    0.0
 30,   1, 2169.1,    0.0
 31,   2, 1141.8,    3.2
 32,   5, 1153.1,   17.8
 33,   9, 1362.0,  448.4
 34,  10, 1278.6,  437.1
 35,  21, 1407.7,  484.6
 36,  20, 1172.1,  225.5
 37,  44, 1212.0,  292.6
 38,  56, 1296.9,  451.1
 39,  50, 1218.4,  362.4
 40,  68, 1210.5,  351.4
 41,  79, 1248.8,  412.3
 42,  83, 1195.5,  321.1
 43,  86, 1199.7,  340.7
 44,  96, 1181.5,  285.7
 45,  98, 1185.1,  305.8
 46, 100, 1166.4,  317.5
 47,  99, 1196.3,  387.8
 48, 100, 1251.6,  379.5
 49,  99, 1154.7,  280.6
 50, 100, 1194.4,  349.9
 51, 100, 1165.4,  308.3
 52, 100, 1175.4,  316.5
