SUCCESSES
  1,  99,   16.1,  101.8
  2,  99,   21.3,  111.4
  3, 100,   16.7,   99.9
  4,  98,   10.6,   10.7
  5,  94,   36.6,  146.4
  6,  91,   26.4,  104.8
  7,  87,   42.7,  150.7
  8,  82,   48.1,  158.9
  9,  82,   82.8,  222.1
 10,  72,   66.0,  171.2
 11,  65,   91.7,  220.1
 12,  57,  101.1,  223.7
 13,  55,  116.5,  264.0
 14,  38,   94.2,  230.0
 15,  20,   87.5,  225.6
 16,  14,  113.3,  267.2
 17,   7,  227.2,  494.4
 18,   8,   53.8,   54.1
 19,   4,   44.3,    1.6
 20,   1,   28.6,    0.0
 21,   0,    0.0,    0.0
 22,   0,    0.0,    0.0
 23,   0,    0.0,    0.0

FAILURES
  1,   1, 1029.8,    0.0
  2,   1, 1035.5,    0.0
  3,   0,    0.0,    0.0
  4,   2, 1517.3,  719.6
  5,   6, 1023.7,   10.8
  6,   9, 1027.0,   15.4
  7,  13, 1139.2,  390.9
  8,  18, 1044.3,   24.7
  9,  18, 1042.7,   11.3
 10,  28, 1123.2,  266.4
 11,  35, 1104.6,  242.3
 12,  43, 1106.7,  219.9
 13,  45, 1125.1,  263.4
 14,  62, 1137.8,  295.5
 15,  80, 1168.5,  332.7
 16,  86, 1096.4,  208.4
 17,  93, 1116.5,  267.6
 18,  92, 1105.3,  230.8
 19,  96, 1123.6,  291.1
 20,  99, 1104.3,  221.4
 21, 100, 1118.9,  250.8
 22, 100, 1118.5,  243.7
 23, 100, 1134.9,  282.9
